Actual / Predicted,0,1,10,2,3,4,7,8,9,None
0,0,0,0,0,0,0,0,0,0,0
1,0,18,5,1,0,0,13,0,0,1
10,0,7,17,0,0,0,11,0,0,4
2,0,1,4,1,0,1,2,0,0,3
3,0,0,1,0,0,0,0,0,0,0
4,0,0,5,1,0,1,4,0,0,4
7,0,2,10,1,0,0,38,0,0,7
8,0,0,3,0,0,0,2,0,0,12
9,0,0,1,0,0,0,2,0,0,0
None,3,4,9,2,0,5,24,0,0,0
