Actual / Predicted,0,1,10,2,3,4,7,8,9,None
0,0,0,0,0,0,0,0,0,0,0
1,0,12,10,0,0,0,15,0,0,1
10,0,6,14,0,0,0,15,0,0,4
2,0,0,3,0,0,2,3,0,0,4
3,0,0,1,0,0,0,0,0,0,0
4,0,0,3,0,0,3,3,0,0,6
7,0,3,9,0,0,1,41,0,0,4
8,0,0,1,0,0,1,3,0,0,12
9,0,0,2,0,0,0,1,0,0,0
None,9,1,7,0,0,3,27,0,0,0
